"City, State",State,City,E,N,A,C,O
"Big Lake, Minnesota",Big Lake,Minnesota,-0.02,0.01,0.03,-0.01,-0.04
"Big Rapids, Michigan",Big Rapids,Michigan,-0.01,0.0,0.03,-0.01,-0.09
"Big Spring, Texas",Big Spring,Texas,-0.02,0.02,0.09,-0.01,0.0
"Billerica, Massachusetts",Billerica,Massachusetts,0.01,0.11,-0.03,0.01,-0.11
"Billings, Montana",Billings,Montana,-0.08,0.03,0.07,0.05,0.0
"Biloxi, Mississippi",Biloxi,Mississippi,0.01,0.01,0.02,0.02,0.01
"Binghamton, New York",Binghamton,New York,-0.06,0.03,0.0,0.04,-0.02
"Birmingham, Alabama",Birmingham,Alabama,0.08,-0.07,0.01,0.05,0.08
"Birmingham, Michigan",Birmingham,Michigan,0.01,0.02,0.04,0.01,-0.08
"Bishop, California",Bishop,California,-0.0,0.01,0.01,0.0,-0.02
"Bismarck, North Dakota",Bismarck,North Dakota,-0.02,-0.01,0.07,-0.0,-0.07
"Bixby, Oklahoma",Bixby,Oklahoma,0.0,0.03,0.04,0.01,0.0
"Blackfoot, Idaho",Blackfoot,Idaho,-0.01,-0.01,0.11,-0.03,-0.05
"Blacksburg, Virginia",Blacksburg,Virginia,-0.03,0.06,0.04,-0.06,0.06
"Blackwood, New Jersey",Blackwood,New Jersey,-0.01,0.1,-0.03,-0.01,-0.03
"Blaine, Minnesota",Blaine,Minnesota,-0.01,-0.02,0.03,0.01,-0.04
"Blaine, Washington",Blaine,Washington,0.0,0.01,0.01,-0.05,-0.07
"Blair, Nebraska",Blair,Nebraska,-0.01,-0.02,0.09,0.02,-0.04
"Blairsville, Georgia",Blairsville,Georgia,0.01,0.01,0.05,0.03,0.01
"Bloomfield Hills, Michigan",Bloomfield Hills,Michigan,0.02,-0.03,-0.01,-0.03,0.03
"Bloomfield, New Jersey",Bloomfield,New Jersey,0.01,-0.03,0.02,-0.02,-0.08
"Bloomington, Illinois",Bloomington,Illinois,-0.02,0.09,0.04,-0.02,-0.01
"Bloomington, Indiana",Bloomington,Indiana,-0.05,0.03,0.0,-0.01,0.06
"Bloomington, Minnesota",Bloomington,Minnesota,0.03,-0.03,0.03,0.03,-0.07
"Bloomsburg, Pennsylvania",Bloomsburg,Pennsylvania,-0.03,0.04,0.01,0.01,-0.04
"Blue Island, Illinois",Blue Island,Illinois,0.01,0.04,-0.02,-0.02,-0.04
"Blue Springs, Missouri",Blue Springs,Missouri,-0.05,0.09,0.01,0.01,-0.03
"Bluefield, West Virginia",Bluefield,West Virginia,-0.03,0.04,0.07,0.03,0.02
"Bluffton, Indiana",Bluffton,Indiana,-0.01,0.03,0.06,-0.01,-0.02
"Blytheville, Arkansas",Blytheville,Arkansas,-0.05,0.07,0.04,0.02,-0.03
"Blythewood, South Carolina",Blythewood,South Carolina,-0.0,0.03,-0.04,-0.01,-0.04
"Boardman, Ohio",Boardman,Ohio,-0.02,0.04,-0.04,-0.03,0.03
"Boca Raton, Florida",Boca Raton,Florida,0.05,-0.01,0.07,0.01,0.07
"Boerne, Texas",Boerne,Texas,0.04,-0.04,0.07,-0.04,-0.01
"Bogalusa, Louisiana",Bogalusa,Louisiana,-0.02,0.0,-0.0,0.04,-0.04
"Boiling Springs, South Carolina",Boiling Springs,South Carolina,-0.01,0.04,0.08,0.02,-0.02
"Boise, Idaho",Boise,Idaho,-0.03,-0.04,0.17,0.02,0.04
"Bolingbrook, Illinois",Bolingbrook,Illinois,-0.09,0.11,-0.06,-0.07,-0.07
"Bolivar, Missouri",Bolivar,Missouri,-0.01,0.03,-0.01,-0.01,-0.05
"Bonner Springs, Kansas",Bonner Springs,Kansas,-0.01,0.01,0.02,0.0,-0.09
"Bonney Lake, Washington",Bonney Lake,Washington,0.03,-0.03,0.13,0.03,0.01
"Boone, Iowa",Boone,Iowa,0.0,0.02,-0.02,-0.0,-0.06
"Boone, North Carolina",Boone,North Carolina,0.01,-0.0,0.1,-0.01,0.02
"Booneville, Mississippi",Booneville,Mississippi,-0.01,0.03,0.03,-0.03,-0.05
"Bordentown, New Jersey",Bordentown,New Jersey,0.0,0.04,-0.04,-0.0,-0.03
"Borger, Texas",Borger,Texas,0.05,-0.0,0.03,-0.01,-0.03
"Bossier City, Louisiana",Bossier City,Louisiana,0.02,0.04,0.05,0.01,-0.1
"Boston, Massachusetts",Boston,Massachusetts,0.09,-0.07,-0.11,0.02,0.12
"Bothell, Washington",Bothell,Washington,-0.0,-0.01,0.08,0.04,-0.08
"Boulder City, Nevada",Boulder City,Nevada,-0.02,-0.01,0.02,0.02,-0.01
"Boulder, Colorado",Boulder,Colorado,0.01,-0.04,0.04,-0.04,0.16
"Bountiful, Utah",Bountiful,Utah,0.02,-0.01,0.1,0.05,0.01
"Bourbonnais, Illinois",Bourbonnais,Illinois,-0.04,0.03,0.03,0.0,-0.1
"Bowie, Maryland",Bowie,Maryland,0.04,-0.03,-0.04,-0.05,0.05
"Bowling Green, Kentucky",Bowling Green,Kentucky,0.03,-0.03,0.01,0.07,0.01
"Bowling Green, Ohio",Bowling Green,Ohio,0.01,0.04,0.02,-0.0,0.02
"Boyertown, Pennsylvania",Boyertown,Pennsylvania,-0.02,0.04,-0.05,-0.02,-0.07
"Boynton Beach, Florida",Boynton Beach,Florida,-0.01,-0.03,-0.0,-0.01,0.03
"Bozeman, Montana",Bozeman,Montana,-0.02,-0.05,0.06,-0.0,0.04
"Bradenton, Florida",Bradenton,Florida,0.05,0.02,0.02,-0.05,-0.02
"Bradford, Pennsylvania",Bradford,Pennsylvania,-0.02,0.08,-0.04,-0.01,-0.0
"Bradley, Illinois",Bradley,Illinois,0.02,-0.05,0.04,-0.0,0.05
"Brainerd, Minnesota",Brainerd,Minnesota,-0.03,0.07,0.04,-0.02,-0.01
"Braintree, Massachusetts",Braintree,Massachusetts,-0.02,0.07,-0.03,-0.03,-0.03
"Brandon, Florida",Brandon,Florida,-0.01,0.06,-0.02,0.02,0.06
"Brandon, Mississippi",Brandon,Mississippi,-0.03,0.09,0.02,0.01,-0.11
"Brandon, South Dakota",Brandon,South Dakota,0.0,-0.01,0.05,-0.02,-0.06
"Branford, Connecticut",Branford,Connecticut,0.0,-0.01,0.04,0.01,-0.01
"Branson, Missouri",Branson,Missouri,0.0,0.01,0.07,-0.01,0.01
"Brattleboro, Vermont",Brattleboro,Vermont,-0.04,0.0,0.04,0.0,0.06
"Brawley, California",Brawley,California,0.01,-0.02,0.02,0.02,-0.05
"Brazil, Indiana",Brazil,Indiana,0.01,0.0,0.04,0.04,-0.08
"Brea, California",Brea,California,0.06,-0.09,0.06,0.0,0.01
"Breaux Bridge, Louisiana",Breaux Bridge,Louisiana,0.04,0.03,0.05,-0.03,-0.04
"Brecksville, Ohio",Brecksville,Ohio,-0.0,0.0,-0.01,0.04,-0.02
"Bremerton, Washington",Bremerton,Washington,-0.06,0.02,0.08,-0.08,0.03
"Brenham, Texas",Brenham,Texas,0.01,0.01,0.07,0.04,-0.02
"Brentwood, California",Brentwood,California,0.04,-0.01,0.04,0.01,-0.01
"Brentwood, New York",Brentwood,New York,0.03,-0.04,-0.06,-0.03,0.01
"Brentwood, Tennessee",Brentwood,Tennessee,-0.01,-0.01,0.1,-0.02,-0.06
"Brevard, North Carolina",Brevard,North Carolina,-0.04,0.02,0.01,0.02,0.06
"Brewster, New York",Brewster,New York,0.03,0.01,-0.01,-0.01,0.04
"Brewton, Alabama",Brewton,Alabama,0.01,0.02,-0.0,-0.02,0.01
"Brick Township, New Jersey",Brick Township,New Jersey,0.0,0.12,-0.06,-0.04,-0.06
"Bricktown, New Jersey",Bricktown,New Jersey,0.0,0.07,0.0,-0.02,0.01
"Bridge City, Texas",Bridge City,Texas,-0.02,0.03,0.05,-0.01,-0.06
"Bridgeport, Connecticut",Bridgeport,Connecticut,0.04,-0.05,-0.05,-0.04,0.04
"Bridgeton, New Jersey",Bridgeton,New Jersey,0.03,-0.05,0.05,0.04,0.01
"Bridgewater, Massachusetts",Bridgewater,Massachusetts,0.03,0.0,0.01,-0.0,-0.01
"Bridgewater, New Jersey",Bridgewater,New Jersey,0.01,-0.04,0.02,-0.03,-0.12
"Brier, Washington",Brier,Washington,-0.0,-0.01,0.06,0.01,-0.0
"Brigham City, Utah",Brigham City,Utah,-0.02,-0.0,0.06,0.01,-0.03
"Brighton, Colorado",Brighton,Colorado,-0.0,-0.0,-0.01,-0.01,-0.0
"Brighton, Michigan",Brighton,Michigan,-0.02,0.06,0.02,0.0,-0.11
"Bristol, Connecticut",Bristol,Connecticut,-0.02,0.12,-0.06,0.0,-0.11
"Bristol, Pennsylvania",Bristol,Pennsylvania,-0.05,0.05,-0.06,-0.04,-0.04
"Bristol, Rhode Island",Bristol,Rhode Island,-0.01,0.04,0.04,0.01,-0.03
"Bristol, Tennessee",Bristol,Tennessee,-0.02,0.03,0.07,0.02,-0.04
"Bristol, Virginia",Bristol,Virginia,0.01,0.03,0.05,0.02,-0.06
"Brockport, New York",Brockport,New York,-0.04,0.03,0.02,-0.01,-0.04
"Brockton, Massachusetts",Brockton,Massachusetts,-0.03,0.04,-0.05,-0.02,0.01
"Broken Arrow, Oklahoma",Broken Arrow,Oklahoma,0.0,-0.01,0.09,-0.03,-0.05
"Bronx, New York",Bronx,New York,0.05,-0.04,-0.27,-0.03,0.13
"Brook Park, Ohio",Brook Park,Ohio,0.03,0.01,0.03,0.01,-0.07
"Brookfield, Connecticut",Brookfield,Connecticut,-0.02,0.03,-0.02,-0.03,0.01
"Brookfield, Illinois",Brookfield,Illinois,-0.03,0.03,0.06,-0.02,0.1
"Brookfield, Wisconsin",Brookfield,Wisconsin,-0.03,-0.02,0.05,0.01,-0.09
"Brookhaven, Mississippi",Brookhaven,Mississippi,-0.03,0.05,0.08,-0.0,-0.08
"Brookings, South Dakota",Brookings,South Dakota,-0.0,0.05,0.01,-0.04,-0.06
"Brookline, Massachusetts",Brookline,Massachusetts,-0.02,0.05,-0.03,-0.02,0.02
"Brooklyn Center, Minnesota",Brooklyn Center,Minnesota,-0.03,0.06,0.05,-0.03,-0.02
"Brooklyn Park, Minnesota",Brooklyn Park,Minnesota,0.02,-0.02,0.09,0.01,0.0
"Brooklyn, New York",Brooklyn,New York,0.04,-0.02,-0.23,-0.06,0.11
"Brooklyn, Ohio",Brooklyn,Ohio,-0.01,-0.0,0.04,0.0,-0.11
"Brooksville, Florida",Brooksville,Florida,-0.01,0.0,0.03,0.04,0.01
"Broomall, Pennsylvania",Broomall,Pennsylvania,0.01,0.01,0.0,-0.01,-0.07
"Broomfield, Colorado",Broomfield,Colorado,-0.04,0.01,0.03,0.02,-0.09
"Browns Mills, New Jersey",Browns Mills,New Jersey,-0.01,0.03,0.02,0.03,-0.03
"Brownsburg, Indiana",Brownsburg,Indiana,0.01,0.01,0.1,0.0,-0.07
"Brownsville, Texas",Brownsville,Texas,0.0,-0.03,-0.11,-0.04,0.1
"Brownwood, Texas",Brownwood,Texas,-0.02,0.02,0.02,0.02,-0.04
"Brunswick, Georgia",Brunswick,Georgia,-0.0,-0.0,0.03,0.06,-0.04
"Brunswick, Maine",Brunswick,Maine,-0.04,0.03,0.09,0.03,-0.05
"Brunswick, Ohio",Brunswick,Ohio,-0.0,0.03,0.02,-0.02,-0.06
"Bryan, Ohio",Bryan,Ohio,-0.03,0.05,0.0,0.02,0.04
"Bryan, Texas",Bryan,Texas,-0.07,0.03,-0.09,-0.01,-0.09
"Bryant, Arkansas",Bryant,Arkansas,0.02,-0.03,0.06,-0.01,-0.04
"Buchanan, Michigan",Buchanan,Michigan,0.0,0.02,-0.0,-0.0,-0.02
"Buckeye, Arizona",Buckeye,Arizona,-0.05,0.03,-0.02,0.0,-0.04
"Buckhannon, West Virginia",Buckhannon,West Virginia,-0.02,0.05,0.03,0.02,0.03
"Buckley, Washington",Buckley,Washington,0.02,0.01,0.04,0.02,-0.03
"Bucksport, Maine",Bucksport,Maine,-0.03,0.04,0.01,-0.02,-0.01
"Bucyrus, Ohio",Bucyrus,Ohio,-0.01,0.11,-0.06,-0.02,-0.04
"Buena Park, California",Buena Park,California,-0.0,0.04,0.01,-0.03,0.03
"Buffalo Grove, Illinois",Buffalo Grove,Illinois,0.04,-0.02,0.05,-0.02,-0.08
"Buffalo, Minnesota",Buffalo,Minnesota,-0.04,0.02,0.03,-0.03,0.01
"Buffalo, New York",Buffalo,New York,-0.03,0.05,-0.11,-0.01,0.01
"Buford, Georgia",Buford,Georgia,-0.0,-0.01,0.05,-0.04,-0.06
"Bullhead City, Arizona",Bullhead City,Arizona,0.02,0.01,0.04,-0.03,-0.02
"Burbank, California",Burbank,California,0.04,-0.02,-0.02,0.03,0.11
"Burbank, Illinois",Burbank,Illinois,0.01,0.07,-0.02,-0.03,-0.1
"Burien, Washington",Burien,Washington,-0.02,0.08,0.01,-0.04,-0.04
"Burkburnett, Texas",Burkburnett,Texas,0.02,-0.02,0.05,0.04,0.01
"Burke, Virginia",Burke,Virginia,0.01,0.05,0.03,-0.05,0.01
"Burleson, Texas",Burleson,Texas,0.02,-0.01,0.07,0.0,-0.04
"Burley, Idaho",Burley,Idaho,-0.03,0.07,0.07,0.0,-0.12
"Burlingame, California",Burlingame,California,-0.0,-0.05,0.05,-0.0,-0.07
"Burlington, Iowa",Burlington,Iowa,-0.08,0.08,-0.0,-0.01,-0.04
"Burlington, Kentucky",Burlington,Kentucky,-0.04,0.01,0.01,0.0,-0.01
"Burlington, Massachusetts",Burlington,Massachusetts,-0.04,0.02,0.04,-0.01,-0.11
"Burlington, New Jersey",Burlington,New Jersey,-0.01,-0.03,-0.05,0.03,-0.04
"Burlington, North Carolina",Burlington,North Carolina,-0.02,0.02,0.05,-0.0,0.02
"Burlington, Vermont",Burlington,Vermont,-0.02,-0.0,-0.04,0.04,0.03
"Burlington, Wisconsin",Burlington,Wisconsin,-0.03,0.02,0.01,-0.04,-0.11
"Burnsville, Minnesota",Burnsville,Minnesota,-0.0,-0.03,0.04,-0.05,-0.06
"Burton, Michigan",Burton,Michigan,0.01,0.01,0.01,0.03,-0.12
"Burtonsville, Maryland",Burtonsville,Maryland,-0.01,0.02,0.01,-0.03,-0.04
"Butler, Pennsylvania",Butler,Pennsylvania,-0.07,0.11,0.03,-0.08,-0.04
"Butte, Montana",Butte,Montana,-0.0,-0.04,0.09,0.01,-0.06
"Byron Center, Michigan",Byron Center,Michigan,0.01,0.02,0.06,0.03,-0.1
"Byron, Illinois",Byron,Illinois,-0.04,0.06,-0.01,-0.03,-0.05
"Cabot, Arkansas",Cabot,Arkansas,0.01,0.07,0.07,-0.06,-0.07
"Cadillac, Michigan",Cadillac,Michigan,-0.01,-0.0,0.05,0.0,-0.07
"Cadiz, Kentucky",Cadiz,Kentucky,-0.02,0.02,0.03,-0.02,-0.06
"Cairo, Georgia",Cairo,Georgia,0.0,0.04,0.08,0.02,-0.05
"Calabasas, California",Calabasas,California,0.04,-0.03,-0.03,-0.02,0.05
"Caldwell, Idaho",Caldwell,Idaho,-0.04,-0.0,0.09,0.01,-0.0
"Caledonia, Michigan",Caledonia,Michigan,0.03,-0.06,0.04,-0.02,-0.03
"Calexico, California",Calexico,California,0.01,0.07,-0.01,-0.01,-0.01
"Calhoun, Georgia",Calhoun,Georgia,-0.03,0.05,-0.0,0.01,-0.08
"California City, California",California City,California,0.06,0.03,-0.07,-0.07,-0.13
"Calumet City, Illinois",Calumet City,Illinois,-0.04,0.03,-0.03,-0.01,-0.03
"Camarillo, California",Camarillo,California,-0.01,0.01,0.05,0.01,-0.03
"Camas, Washington",Camas,Washington,-0.02,-0.02,0.02,-0.05,-0.01
"Cambridge, Maryland",Cambridge,Maryland,0.01,0.1,-0.02,-0.0,-0.02
"Cambridge, Massachusetts",Cambridge,Massachusetts,-0.0,-0.0,-0.08,-0.05,0.14
"Cambridge, Minnesota",Cambridge,Minnesota,-0.01,0.01,0.06,0.02,-0.07
"Cambridge, Ohio",Cambridge,Ohio,0.0,0.06,-0.05,-0.04,-0.03
"Camden, Arkansas",Camden,Arkansas,0.0,0.0,0.01,0.03,-0.01
"Camden, New Jersey",Camden,New Jersey,0.04,-0.06,-0.1,0.02,0.09
"Camden, South Carolina",Camden,South Carolina,-0.03,0.04,-0.02,-0.01,-0.0
"Camdenton, Missouri",Camdenton,Missouri,0.02,0.03,0.06,0.02,-0.04
"Cameron Park, California",Cameron Park,California,0.01,0.02,0.02,0.02,-0.06
"Cameron, Missouri",Cameron,Missouri,-0.01,0.03,0.01,0.03,-0.01
"Camillus, New York",Camillus,New York,-0.05,0.06,-0.03,0.01,-0.09
"Camp Hill, Pennsylvania",Camp Hill,Pennsylvania,-0.03,0.04,0.03,0.01,-0.08
"Campbell, California",Campbell,California,-0.01,-0.02,0.04,0.03,-0.07
"Campbellsville, Kentucky",Campbellsville,Kentucky,-0.02,0.1,0.0,0.0,-0.01
"Canada, NULL",Canada,NULL,-0.02,0.03,0.01,-0.04,-0.06
"Canal Fulton, Ohio",Canal Fulton,Ohio,0.0,0.04,0.01,-0.02,-0.02
"Canal Winchester, Ohio",Canal Winchester,Ohio,0.01,-0.01,0.03,0.01,-0.05
"Canandaigua, New York",Canandaigua,New York,-0.07,0.05,-0.03,-0.0,-0.04
"Canby, Oregon",Canby,Oregon,-0.0,0.0,0.02,0.0,-0.03
"Candyland Estates, Tennessee",Candyland Estates,Tennessee,0.03,0.03,-0.01,-0.05,-0.07
"Canfield, Ohio",Canfield,Ohio,0.03,0.04,-0.02,-0.01,-0.06
"Canoga Park, California",Canoga Park,California,0.01,-0.01,0.05,-0.03,0.01
"Canon City, Colorado",Canon City,Colorado,-0.05,0.05,0.02,0.0,-0.01
"Canonsburg, Pennsylvania",Canonsburg,Pennsylvania,0.03,-0.03,0.04,0.03,-0.02
"Canton, Georgia",Canton,Georgia,-0.07,0.03,0.03,0.02,-0.06
"Canton, Illinois",Canton,Illinois,-0.06,0.07,-0.09,-0.03,-0.01
"Canton, Michigan",Canton,Michigan,0.02,-0.0,0.09,-0.03,-0.17
"Canton, Mississippi",Canton,Mississippi,0.0,-0.06,0.02,0.03,-0.05
"Canton, Ohio",Canton,Ohio,-0.01,0.05,-0.06,0.04,-0.02
"Canyon Country, California",Canyon Country,California,-0.05,0.01,0.05,-0.04,-0.0
"Canyon, Texas",Canyon,Texas,-0.02,-0.0,-0.01,0.0,-0.04
"Cape Coral, Florida",Cape Coral,Florida,0.01,-0.01,0.07,0.04,-0.03
"Cape Girardeau, Missouri",Cape Girardeau,Missouri,-0.01,0.08,0.04,0.02,-0.02
"Cape May, New Jersey",Cape May,New Jersey,0.04,-0.06,-0.02,0.02,0.02
"Capitol Heights, Maryland",Capitol Heights,Maryland,0.05,-0.07,-0.04,0.03,0.05
"Carbondale, Illinois",Carbondale,Illinois,-0.01,0.04,-0.01,-0.04,0.03
"Carencro, Louisiana",Carencro,Louisiana,0.02,-0.0,0.05,-0.02,-0.09
"Caribou, Maine",Caribou,Maine,-0.01,-0.01,0.01,0.0,-0.08
"Carl Junction, Missouri",Carl Junction,Missouri,-0.02,0.03,0.01,-0.01,-0.04
"Carlisle, Pennsylvania",Carlisle,Pennsylvania,-0.01,0.03,-0.0,0.04,-0.05
"Carlsbad, California",Carlsbad,California,0.05,-0.02,0.09,-0.03,-0.0
"Carlsbad, New Mexico",Carlsbad,New Mexico,-0.01,0.1,-0.02,-0.0,-0.0
"Carmel, California",Carmel,California,0.01,-0.04,-0.02,-0.02,0.01
"Carmel, Indiana",Carmel,Indiana,0.01,-0.03,0.02,-0.01,-0.05
"Carmel, New York",Carmel,New York,-0.02,0.02,0.03,-0.0,0.02
"Carmichael, California",Carmichael,California,-0.03,-0.03,0.01,-0.01,-0.03
"Caro, Michigan",Caro,Michigan,-0.0,-0.02,0.02,0.01,-0.02
"Carol City, Florida",Carol City,Florida,0.02,-0.01,-0.1,0.01,0.08
"Carol Stream, Illinois",Carol Stream,Illinois,0.05,-0.01,0.06,0.03,-0.04
"Carpentersville, Illinois",Carpentersville,Illinois,-0.02,0.04,0.02,-0.02,-0.07
"Carpinteria, California",Carpinteria,California,0.01,-0.02,0.06,0.0,-0.03
"Carrollton, Georgia",Carrollton,Georgia,0.04,0.01,0.03,0.04,0.07
"Carrollton, Kentucky",Carrollton,Kentucky,0.02,-0.03,0.06,-0.0,-0.01
"Carrollton, Texas",Carrollton,Texas,-0.02,-0.01,0.07,-0.05,-0.0
"Carson City, Nevada",Carson City,Nevada,-0.01,-0.02,0.06,0.03,0.0
"Carson, California",Carson,California,0.05,-0.08,0.03,0.01,0.17
"Carteret, New Jersey",Carteret,New Jersey,-0.02,-0.02,0.02,0.01,-0.0
"Cartersville, Georgia",Cartersville,Georgia,0.0,0.06,0.03,0.02,0.04
"Carthage, Mississippi",Carthage,Mississippi,0.01,0.01,-0.02,-0.03,-0.03
"Carthage, Missouri",Carthage,Missouri,0.01,0.01,0.04,0.01,-0.11
"Carthage, New York",Carthage,New York,-0.02,0.02,0.0,-0.0,-0.0
"Cary, Illinois",Cary,Illinois,-0.02,-0.02,0.03,0.01,0.03
"Cary, North Carolina",Cary,North Carolina,-0.02,0.04,-0.03,-0.08,-0.01
"Casa Grande, Arizona",Casa Grande,Arizona,0.02,-0.03,0.05,0.01,0.06
"Casper, Wyoming",Casper,Wyoming,-0.0,-0.04,-0.0,0.03,-0.03
"Casselberry, Florida",Casselberry,Florida,0.02,0.03,0.07,0.04,-0.0
"Cassopolis, Michigan",Cassopolis,Michigan,-0.03,0.01,0.04,-0.03,-0.06
"Castaic, California",Castaic,California,-0.0,0.03,0.03,-0.03,0.01
"Castle Rock, Colorado",Castle Rock,Colorado,0.0,-0.0,0.08,0.0,-0.08
"Castro Valley, California",Castro Valley,California,-0.0,-0.01,0.01,-0.04,0.05
"Cathedral City, California",Cathedral City,California,-0.03,0.03,0.01,-0.01,-0.07
"Catonsville, Maryland",Catonsville,Maryland,-0.02,0.01,0.02,-0.04,-0.06
"Cave Creek, Arizona",Cave Creek,Arizona,0.04,0.01,0.03,-0.02,-0.0
"Cedar City, Utah",Cedar City,Utah,-0.02,-0.03,0.13,-0.0,-0.06
"Cedar Falls, Iowa",Cedar Falls,Iowa,-0.0,-0.03,0.05,0.02,0.01
"Cedar Hill, Texas",Cedar Hill,Texas,0.01,0.0,-0.02,-0.0,0.08
"Cedar Park, Texas",Cedar Park,Texas,-0.02,-0.01,0.05,-0.0,-0.07
"Cedar Rapids, Iowa",Cedar Rapids,Iowa,-0.06,0.01,0.01,0.0,-0.07
"Cedar Springs, Michigan",Cedar Springs,Michigan,0.01,0.02,0.07,-0.01,-0.08
"Cedarburg, Wisconsin",Cedarburg,Wisconsin,-0.01,0.04,0.04,-0.02,-0.03
"Cedartown, Georgia",Cedartown,Georgia,-0.01,0.05,-0.01,0.0,0.03
"Celina, Ohio",Celina,Ohio,-0.01,0.02,0.07,-0.0,0.02
"Centennial, Colorado",Centennial,Colorado,-0.07,-0.02,0.06,0.01,0.05
"Center Moriches, New York",Center Moriches,New York,-0.0,0.01,0.01,-0.01,-0.01
"Centereach, New York",Centereach,New York,-0.02,0.07,0.04,-0.01,-0.08
"Centerville, Ohio",Centerville,Ohio,0.01,0.01,0.05,-0.03,-0.09
"Centerville, Utah",Centerville,Utah,-0.0,-0.02,0.12,0.0,-0.07
"Central Islip, New York",Central Islip,New York,0.01,0.03,-0.04,0.01,0.07
"Central Point, Oregon",Central Point,Oregon,-0.01,0.03,-0.02,0.0,-0.01
"Central Square, New York",Central Square,New York,-0.03,0.08,-0.01,-0.01,-0.08
"Centralia, Illinois",Centralia,Illinois,-0.01,0.08,-0.07,0.0,-0.07
"Centralia, Washington",Centralia,Washington,-0.02,0.01,0.04,0.03,-0.01
"Centreville, Virginia",Centreville,Virginia,0.02,0.0,0.01,-0.06,-0.1
"Ceres, California",Ceres,California,-0.01,0.02,0.01,-0.02,-0.03
"Cerritos, California",Cerritos,California,-0.04,-0.05,0.03,-0.02,0.06
"Chagrin Falls, Ohio",Chagrin Falls,Ohio,-0.02,-0.0,0.09,0.05,0.02
"Chalmette, Louisiana",Chalmette,Louisiana,-0.02,0.15,-0.04,-0.0,-0.04
"Chambersburg, Pennsylvania",Chambersburg,Pennsylvania,-0.01,0.03,0.05,0.02,-0.0
"Champaign, Illinois",Champaign,Illinois,-0.02,0.09,0.02,-0.01,0.01
"Champlin, Minnesota",Champlin,Minnesota,0.02,-0.02,0.11,-0.0,-0.08
"Chandler, Arizona",Chandler,Arizona,0.01,0.02,0.04,-0.01,0.03
"Chanhassen, Minnesota",Chanhassen,Minnesota,-0.03,-0.01,0.04,-0.02,-0.01
"Channelview, Texas",Channelview,Texas,-0.02,0.06,-0.0,-0.03,0.03
"Chantilly, Virginia",Chantilly,Virginia,0.01,0.0,0.04,-0.05,-0.08
"Chanute, Kansas",Chanute,Kansas,-0.01,0.03,0.02,-0.01,-0.03
"Chapel Hill, North Carolina",Chapel Hill,North Carolina,-0.0,0.0,-0.01,-0.07,0.06
"Chardon, Ohio",Chardon,Ohio,-0.04,0.03,0.02,-0.01,-0.04
"Charles City, Iowa",Charles City,Iowa,-0.01,-0.02,0.04,0.04,-0.0
"Charleston, Illinois",Charleston,Illinois,-0.04,0.01,0.05,0.02,-0.02
"Charleston, South Carolina",Charleston,South Carolina,0.09,-0.03,0.01,0.02,0.04
"Charleston, West Virginia",Charleston,West Virginia,-0.01,0.04,0.03,0.01,0.09
"Charlotte Amalie, NULL",Charlotte Amalie,NULL,-0.0,-0.01,-0.03,0.0,0.13
"Charlotte, Michigan",Charlotte,Michigan,-0.06,0.05,0.0,-0.02,-0.02
"Charlotte, North Carolina",Charlotte,North Carolina,0.07,0.01,-0.05,-0.03,-0.0
"Charlottesville, Virginia",Charlottesville,Virginia,-0.05,0.06,-0.01,-0.04,-0.03
"Charlton, Massachusetts",Charlton,Massachusetts,-0.0,0.03,0.0,-0.03,-0.02
"Chaska, Minnesota",Chaska,Minnesota,0.02,-0.03,0.05,0.0,-0.02
"Chatham, Illinois",Chatham,Illinois,0.03,0.02,0.05,0.03,0.07
"Chatsworth, California",Chatsworth,California,0.05,-0.03,0.0,-0.0,0.05
"Chatsworth, Georgia",Chatsworth,Georgia,-0.0,0.01,0.03,0.01,0.03
"Chattanooga, Tennessee",Chattanooga,Tennessee,0.05,-0.06,0.02,0.05,0.01
"Cheboygan, Michigan",Cheboygan,Michigan,-0.0,-0.01,0.07,0.02,-0.0
"Cheektowaga, New York",Cheektowaga,New York,-0.02,0.06,-0.03,0.02,-0.08
"Chehalis, Washington",Chehalis,Washington,0.0,0.01,0.03,-0.01,-0.04
"Chelmsford, Massachusetts",Chelmsford,Massachusetts,0.0,0.0,0.04,0.0,-0.08
"Chelsea, Massachusetts",Chelsea,Massachusetts,0.03,0.05,0.01,-0.05,-0.07
"Chelsea, Michigan",Chelsea,Michigan,-0.01,0.01,0.05,-0.01,0.0
"Cheney, Washington",Cheney,Washington,-0.03,0.01,0.01,-0.0,0.04
"Cherry Hill, New Jersey",Cherry Hill,New Jersey,0.02,0.09,0.02,-0.01,-0.04
"Chesapeake, Virginia",Chesapeake,Virginia,-0.03,-0.03,0.11,0.04,-0.0
"Cheshire, Connecticut",Cheshire,Connecticut,0.04,0.11,-0.01,-0.07,-0.03
"Chester Springs, Pennsylvania",Chester Springs,Pennsylvania,-0.0,0.02,-0.0,-0.01,0.01
"Chester, Pennsylvania",Chester,Pennsylvania,0.03,0.01,-0.04,0.03,-0.05
"Chester, Virginia",Chester,Virginia,0.0,0.07,-0.0,-0.01,-0.0
"Chesterfield, Michigan",Chesterfield,Michigan,-0.03,0.1,0.03,0.02,-0.06
"Chesterfield, Missouri",Chesterfield,Missouri,-0.0,0.01,0.04,-0.03,-0.08
